ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
TCK-0451,Critical,Closed,Other,System outage,System outage reported by user 780,2025-10-19,2025-10-22,Eve,2025-10-19 03:45:11
TCK-0452,Low,Investigating,Software,VPN failure,VPN failure reported by user 690,2025-09-21,,Bob,2025-09-21 03:45:11
TCK-0453,Critical,Resolved,Software,Printer error,Printer error reported by user 261,2025-10-30,2025-10-31,Charlie,2025-10-30 03:45:11
TCK-0454,High,Investigating,Access,Login issue,Login issue reported by user 881,2025-10-24,,Alice,2025-10-24 03:45:11
TCK-0455,Low,Open,Hardware,Slow performance,Slow performance reported by user 291,2025-08-20,,David,2025-08-20 03:45:11
TCK-0456,Low,Open,Hardware,System outage,System outage reported by user 483,2025-11-14,,Frank,2025-11-14 03:45:11
TCK-0457,Medium,Investigating,Access,System outage,System outage reported by user 534,2025-08-04,,Bob,2025-08-04 03:45:11
TCK-0458,Low,Open,Other,System outage,System outage reported by user 696,2025-09-14,,Alice,2025-09-14 03:45:11
TCK-0459,High,Closed,Hardware,Email not working,Email not working reported by user 800,2025-11-20,2025-11-21,David,2025-11-20 03:45:11
TCK-0460,Low,Open,Software,Slow performance,Slow performance reported by user 311,2025-09-07,,Eve,2025-09-07 03:45:11
TCK-0461,Low,Open,Security,Slow performance,Slow performance reported by user 412,2025-07-02,,David,2025-07-02 03:45:11
TCK-0462,Critical,Closed,Other,Slow performance,Slow performance reported by user 143,2025-07-15,2025-07-16,Bob,2025-07-15 03:45:11
TCK-0463,High,Resolved,Hardware,System outage,System outage reported by user 788,2025-07-19,2025-07-23,David,2025-07-19 03:45:11
TCK-0464,High,Resolved,Software,Printer error,Printer error reported by user 942,2025-11-27,2025-11-30,Bob,2025-11-27 03:45:11
TCK-0465,Critical,Investigating,Hardware,System outage,System outage reported by user 136,2025-11-28,,Eve,2025-11-28 03:45:11
TCK-0466,Medium,Open,Software,System outage,System outage reported by user 951,2025-08-26,,Bob,2025-08-26 03:45:11
TCK-0467,Medium,Resolved,Access,Login issue,Login issue reported by user 890,2025-08-04,2025-08-14,Eve,2025-08-04 03:45:11
TCK-0468,High,Closed,Access,Slow performance,Slow performance reported by user 542,2025-06-09,2025-06-19,Bob,2025-06-09 03:45:11
TCK-0469,High,Resolved,Security,VPN failure,VPN failure reported by user 529,2025-11-14,2025-11-18,Bob,2025-11-14 03:45:11
TCK-0470,Critical,Investigating,Hardware,Slow performance,Slow performance reported by user 180,2025-09-13,,David,2025-09-13 03:45:11
TCK-0471,Low,Investigating,Network,Slow performance,Slow performance reported by user 737,2025-11-03,,Alice,2025-11-03 03:45:11
TCK-0472,Medium,Resolved,Hardware,VPN failure,VPN failure reported by user 881,2025-06-25,2025-06-30,David,2025-06-25 03:45:11
TCK-0473,Low,Investigating,Security,Login issue,Login issue reported by user 106,2025-12-02,,David,2025-12-02 03:45:11
TCK-0474,Low,Closed,Network,Slow performance,Slow performance reported by user 775,2025-11-04,2025-11-08,Frank,2025-11-04 03:45:11
TCK-0475,Medium,Resolved,Software,Printer error,Printer error reported by user 652,2025-06-20,2025-06-24,Eve,2025-06-20 03:45:11
TCK-0476,Critical,Investigating,Other,Printer error,Printer error reported by user 898,2025-09-27,,Bob,2025-09-27 03:45:11
TCK-0477,Low,Open,Security,Slow performance,Slow performance reported by user 927,2025-11-13,,Charlie,2025-11-13 03:45:11
TCK-0478,Medium,Open,Security,Slow performance,Slow performance reported by user 758,2025-08-28,,Bob,2025-08-28 03:45:11
TCK-0479,Medium,Open,Other,Email not working,Email not working reported by user 717,2025-11-08,,Eve,2025-11-08 03:45:11
TCK-0480,Critical,Closed,Other,Slow performance,Slow performance reported by user 315,2025-11-21,2025-11-23,Alice,2025-11-21 03:45:11
TCK-0481,Low,Closed,Other,System outage,System outage reported by user 388,2025-06-23,2025-06-30,Alice,2025-06-23 03:45:11
TCK-0482,Medium,Closed,Access,Printer error,Printer error reported by user 236,2025-10-31,2025-11-03,Alice,2025-10-31 03:45:11
TCK-0483,Medium,Resolved,Network,Slow performance,Slow performance reported by user 991,2025-07-20,2025-07-22,Charlie,2025-07-20 03:45:11
TCK-0484,Critical,Closed,Software,Email not working,Email not working reported by user 621,2025-08-06,2025-08-12,Bob,2025-08-06 03:45:11
TCK-0485,High,Closed,Network,System outage,System outage reported by user 938,2025-08-28,2025-09-01,Frank,2025-08-28 03:45:11
TCK-0486,Critical,Open,Hardware,Email not working,Email not working reported by user 254,2025-09-14,,Alice,2025-09-14 03:45:11
TCK-0487,Medium,Open,Network,VPN failure,VPN failure reported by user 895,2025-09-26,,David,2025-09-26 03:45:11
TCK-0488,Low,Investigating,Access,Email not working,Email not working reported by user 955,2025-07-17,,Bob,2025-07-17 03:45:11
TCK-0489,Medium,Resolved,Software,System outage,System outage reported by user 443,2025-08-17,2025-08-26,Alice,2025-08-17 03:45:11
TCK-0490,High,Resolved,Other,Login issue,Login issue reported by user 306,2025-09-19,2025-09-29,David,2025-09-19 03:45:11
TCK-0491,Medium,Investigating,Access,Email not working,Email not working reported by user 492,2025-10-13,,David,2025-10-13 03:45:11
TCK-0492,Critical,Open,Hardware,Login issue,Login issue reported by user 526,2025-11-03,,Charlie,2025-11-03 03:45:11
TCK-0493,High,Investigating,Hardware,Email not working,Email not working reported by user 543,2025-11-24,,Eve,2025-11-24 03:45:11
TCK-0494,Critical,Investigating,Other,System outage,System outage reported by user 913,2025-08-14,,Charlie,2025-08-14 03:45:11
TCK-0495,Low,Resolved,Other,Slow performance,Slow performance reported by user 883,2025-12-05,2025-12-13,David,2025-12-05 03:45:11
TCK-0496,High,Investigating,Software,Printer error,Printer error reported by user 320,2025-10-31,,Frank,2025-10-31 03:45:11
TCK-0497,Medium,Closed,Software,Email not working,Email not working reported by user 290,2025-08-28,2025-08-29,Eve,2025-08-28 03:45:11
TCK-0498,Critical,Open,Other,Slow performance,Slow performance reported by user 509,2025-07-10,,David,2025-07-10 03:45:11
TCK-0499,Medium,Resolved,Security,Printer error,Printer error reported by user 508,2025-09-10,2025-09-17,Bob,2025-09-10 03:45:11
TCK-0500,High,Closed,Access,Email not working,Email not working reported by user 593,2025-06-27,2025-06-29,Eve,2025-06-27 03:45:11
